,jgebbia,georgesoros,historydefined,neuralink,beeple,Grimezsz,thesheetztweetz,elonmusk
319,I think this might be the first Airbnb Host with 6 rings. Legendary. https://t.co/gnh8vlfTNa,Yemen's civil war is a humanitarian catastrophe. Regional and global leaders must do more to end the bloodshed and… https://t.co/KJL59kVqVe,Why are they called 10-gallon hats? https://t.co/i4rNqhJ1ha,,I SEE THE FUTURE https://t.co/dyD87SKWC6,@inspiration4x @SpaceX @rookisaacman CONGRATULATIONS,"NASA's Steve Stich says the SpaceX Crew-5 mission is ""likely"" to be scheduled for ""the September timeframe.""",
320,@PeterDJMain @pmarquees Cow paths,"Just as the world is making great strides in combating AIDS and bolstering women's rights, nationalist and populist… https://t.co/LZOnuaaqIC",Off*,,@NonFungibleNoah well deserved brother!!! 🙇🏼,Art is the skeleton consciousness leaves behind after you die,@KathyLueders While Lueders has previously said they're looking at alternative solutions to extending the ISS if Ro… https://t.co/it1phTvJMO,
321,"RT @RefugeesOlympic: Finding a home in sport, three-time Olympic gold medallist Niccolò @campriani leads three refugees on a brave journey…",Six countries are backing a unique way to help refugees that involves local community support. https://t.co/TL7aKLzo4N,King Frederik the 9th of Denmark showing of his ink https://t.co/4t6QmigZOr,,"WOW!  amazing to see how far we have come this year!

bringing in new voices from the traditional art world to help… https://t.co/ziVZ7S9WuL",@carolineplz Wow I might finally attend a concert,"NASA's @KathyLueders says that ""all of our international partners, including Roscosmos, are making progress on movi… https://t.co/UU9PDijlEK",
322,RT @richardbranson: I was once a child with a dream looking up to the stars. Now I'm an adult in a spaceship looking down to our beautiful…,Education can produce better health outcomes. How a new report seeks to improve sex ed in Kazakhstan: https://t.co/JkymsejKlh,A kitten aboard HMS Achilles ca. 1939. https://t.co/T3HunAOpt0,,"@CryptoCobain After years of research, We here at the CIA figured the best way to infiltrate your pervert crypto co… https://t.co/hkuITY7PjN",The photogs kept saying “Hunter look this way!” at me and I did not correct them 🤍🤍 https://t.co/aGTpJL2cBF,"Jensen: ""Additionally, we're going to even go beyond that and we can keep certifying hardware for more and more flights.""",
323,"RT @RefugeesOlympic: Following her bronze win at Rio 2016, Kimia Alizadeh decided to flee her country with the dream of becoming ""a free wo…",Police in Belgium should do more to tackle ethnic profiling. https://t.co/7FbcuDtE3Z,Marble hands with stunning detail. https://t.co/HB8Gw52tuX,,"@CryptoCobain he’s not wrong, lol. 🤷",RT @a1ayne: #MetGala I was inspired by amazing @Grimezsz 💫💫 https://t.co/Goa6bWAMa3,"SpaceX VP of customer operations and integration Jessica Jensen says that, with the company's fleet of Crew Dragon… https://t.co/rH9IEzM8vL",
324,RT @richardbranson: Watch our #Unity22 spaceflight live @virgingalactic  https://t.co/J2M2u4H2hP,Online privacy protections have become stronger. But more protections are still needed. https://t.co/spQsegPn25,The original patent from 1891 for a toilet paper roll actually shows the correct rolling direction. https://t.co/WMR4i3nGOf,,"@Vince_Van_Dough hahahahahhahaha, love it. 👌👌👌",@jackiewattles @charli_xcx they played ur song in space !!,NASA's Steve Stich announces the SpaceX Crew-4 launch is delaying by one day – to no earlier than 4/20 – allowing f… https://t.co/8HDPfCMMsK,
325,Best wishes to @richardbranson and the @virgingalactic team after years of hard work to make space accessible. https://t.co/qp6Xx9Xr4l,"In a small town in Bulgaria, Roma in leadership positions are breaking down racist stereotypes and showing the way… https://t.co/IaL00yK178","RT @historydefined: Amazing detail on the Nymph of the Woods and Nymph of the Fields by sculptor Carlo Pittaluga, 1915. https://t.co/cAwDoK…",,THE BIRTH OF JESUS https://t.co/3R4f6sUZdL,"@ILLANGELO @daoudaleonard Now I feel foolish for even asking u but u did save me, and one day I’ll mix someone else… https://t.co/cmedkbNjpX","This is a cool shot: Blue Origin's  capsule recovery teams work to prepare the crew to disembark, while New Shepard… https://t.co/jDZItHXi3h",
326,"RT @RefugeesOlympic: Despite fleeing his country and missing London and Rio, Saeid Fazloula never gave up on competing at the Games. His dr…","In Tajikistan, a coalition has come together to change the way the country thinks about disability and how to bette… https://t.co/GInA2DXErT","The Statue of Liberty's face prior to installation, 1886. https://t.co/w17nUEuVQ0",,@tommychong very much appreciated brother!!  means a lot coming from an absolute legend.  🙏🙏🙏,RT @ArthShahverdyan: Grimes at #MetGala2021 👼🏻✨ https://t.co/jflwwo0Bnp,RT @KTmBoyle: We at @a16z are thrilled to support @2112Power and the entire Hadrian team as they build factories that transform the aerospa…,
327,@sco @spikebrehm Save existing plants from closing prematurely,Connecting innovators and journalists in Africa could make media more responsive to citizens' needs. https://t.co/FmiYU3R8Rs,"RT @historydefined: Built around 2500 BC, Mohen jo daro in Sindh, Pakistan was one of the largest settlements of the ancient Indus Valley C…",,welp i think my work here on earth is done. 🙏👋👼 https://t.co/59bepCUZI3,BOOK 1 https://t.co/fLh6vvr05M,"@Lux_Capital @a16z @2112Power @KTmBoyle Additionally, Lux partner @wolfejosh emphasized that Hadrian is making comp… https://t.co/qFZxdm8bwN",
328,👏🏼👏🏼 https://t.co/HJhAIliJ0o,A new approach to coca in Colombia can lead to a more prosperity and peace and less violence. https://t.co/6RPwcxQPZt,"Catharine Cudney put her occupation down on the 1880 census as ""Does as she pleases."" https://t.co/0E3oGv686r",,"WOW!!!  super honored to be on this @artnews list with so many amazing works from this year!!   🙏🙏🙏

this year will… https://t.co/moDrdxlX03",RT @TheCut: Wouldn’t expect anything less than a SWORD from Grimes #MetGala https://t.co/NRlI0fN9wv https://t.co/BVw2YiXptx,"The NS-20 crew is back on the surface, after a 10 minute mission: https://t.co/XagGBlgvX0",
329,The best designers do both. https://t.co/J6xns8tq7U,"A partnership between Sesame Street, the IRC and foundations has the potential to educate millions of displaced Syr… https://t.co/vJkiP9D9b8",The haunted history of Poveglia Island. https://t.co/ITWQEmIqca,,SURROUNDED BY NIGHT https://t.co/ClCHAcN3hE,@angelfir_e Def,"RT @2112Power: Announcing our Series A (lead by @breeves08 at Lux) and A-Prime (lead by @KTmBoyle at A16Z), 12 months after our seed.

We'v…",
330,@ikirigin @PeterAttiaMD,Tax havens distort the world's economy and fuel economic inequality. They deserve a closer look: https://t.co/Fx5IVZXr7B,"Kitten mascot of the aircraft carrier HMS Eagle, ca. 1945. https://t.co/1nF5hVf6YP",,sat down to chat with the legendary Josh Baer last week in Basel. Super great talking about art and the state of th… https://t.co/K0vcMWL7Mk,@nbabybell @moelle_studio Happy bday Nicole!!!!,The NS-20 New Shepard booster lands successfully: https://t.co/NhLSs38tdj,
331,Deuce https://t.co/LADYNDQqNJ,Mayors from the mainland U.S. are trading expertise and advice with mayors in Puerto Rico to build a better future… https://t.co/SnECT4f895,RT @historydefined: The entrance of the Temple of Edfu in Egypt. Built between 237 and 57 BCE and dedicated to the god Horus. https://t.co/…,,TWO HUMANS https://t.co/1poFII6Wir,@LilNasX Omg,@Lux_Capital @a16z @2112Power Andreessen Horowitz partner @KTmBoyle explained that Hadrian is shaking up the curren… https://t.co/5eK2dEnMTY,
332,"RT @Airbnb: introducing flexible destinations 🌎

whether you're into castles, treehouses or cabins, now you can browse 170k+ unique homes f…",Investing in socially responsible businesses can improve living standards. India provides some examples: https://t.co/LVHSloRK5D,"RT @historydefined: The 3,200-year-old tomb of Queen Nefertari also called the Sistine Chapel of Ancient Egypt. The paintings, which are fo…",,BROKEN SIMULATION https://t.co/keBOQ8jxdv,@beeple True,@Lux_Capital @a16z Hadrian founder @2112Power: “We’ve launched Factory #1 and proven that we can produce space and… https://t.co/S13D6Zfi3a,
333,why u no work https://t.co/r043iFlB9h,Let's work to ensure that all families who the U.S. government has forcibly separated along the southern borders ar… https://t.co/XAB2sMjASt,"An Inuit otter amulet made out of ivory, c.1870-1880. https://t.co/3SDArSsTW2",,ALWAYS FORWARD https://t.co/Ps4ZFMxZ7m,"@bloodpop @angelslikecass it’s a reminder to you to try harder in life so U can be more like me , your dear friend and mentor","Exclusive – Hadrian Automation raised $90 million in a round led by @Lux_Capital and @a16z, as the company builds m… https://t.co/OSRSwvVzzJ",
334,Happy birthday #55 https://t.co/Jg7khyc2nu,"Russia has imposed nationality on residents in Crimea, which has led to violent discrimination. https://t.co/2aM97ecCgz","Early photo of a cat, 1840 - 1860. https://t.co/aLoQqP4JBI",,THIN MINTS https://t.co/hX8W6YlTpa,"@bloodpop @angelslikecass Also the mimes need a voice , and i am that voice.","Liftoff for Blue Origin's NS-20 crew mission, as the New Shepard rocket accelerates away from the Texas desert:… https://t.co/Bh2pGMjzbU",
335,Get ‘em https://t.co/pa3e8QPhQx,"On this Nelson Mandela International Day, let's rededicate ourselves to the causes Mandela struggled for: equality,… https://t.co/4X82cmZzn6","Sailors of the HMS Hermione in 1941 surrounding their sleeping cat, Convoy. https://t.co/B04zqW3c9B",,TOO MUCH IS NEVER ENOUGH https://t.co/I0grFkJ0zN,@bloodpop @angelslikecass Dude I will literally re paint ur wall frankly I’m insulted u didn’t want to see my amazi… https://t.co/Tw6CV9sosF,"@missjackianne Hold cleared, three minutes to launch: https://t.co/nT9OwNkBbA",
336,...yet,I must be doing something right to look at who my enemies are. https://t.co/s9NwQM0QQp,What was the most common cause of death in Ancient Greece and Rome? https://t.co/qiTTY2CyuT,,KUSAMA https://t.co/v8KJcKCySe,@angelslikecass @bloodpop and I have sibling rivalry issues and our immaturity lead to the song not being completed… https://t.co/o1eZxhmRMY,"Blue Origin's @missjackianne says this should be a ""very brief"" hold.",
337,I was thrilled when I was approached by @foundr about the cover of their 100th issue this month. I assumed we were… https://t.co/P951WlkxEi,"The resolution of Macedonia’s name dispute with Greece is a historic opportunity that would benefit the Balkans, th… https://t.co/ukuuyeGpjn",Air pollution in 1940s Pittsburg https://t.co/w1v1Ru4mjT,,VAGINA MINE https://t.co/W19cGCtki8,Mars is a machine planet.  A planet inhabited entirely by machines.  We live in the future and it’s SICK 🚀,"NS-20 countdown holding again, at T-3:15 https://t.co/4vnECGd13c",
338,Nailed it https://t.co/d3BROmgKgb,"Everything that could go wrong has gone wrong, but I feel more engaged to redouble my efforts against rising nation… https://t.co/URQVFps7zZ","Mississippi Sharecropper, 1937. Photo by Dorothea Lange https://t.co/ihJsJsYJfw",,VIRGIL 🤍 https://t.co/4wALPVvtA7,@fvckemfvckembri We did a very ambitious video basically doing a bunch of stuff no ones ever done before and theref… https://t.co/J4w28FW77C,The crew access arm re-retracts: https://t.co/FTtBBF7lmg,
339,Waste free fashion ftw https://t.co/7SS1W5FsyE,Much has improved - and much still needs to be improved - for clothing factory workers in Bangladesh five years aft… https://t.co/CGOAQgg42F,A staged photo in Life Magazine mocking the Hays movie censorship Code. The model is violating as many of its rules… https://t.co/PLKAQqsT95,,even from the early days of the brilliance which i followed 15 years ago with @NoPattern --  you could tell he alwa… https://t.co/rPFQt23vuS,@Tinashe @Vevo Wow this song and video moving me,"After a 46 minute hold for unspecified reasons, the NS-20 countdown clock has resumed: https://t.co/k6piWsEdUa",
340,UNHCR: World leaders must act to reverse the trend of soaring displacement : https://t.co/jBq5WBRXIQ via @refugees,Casework data can help improve access to justice. https://t.co/GNa04C9rH2,"An excavation outside of the parliament building in Stockholm, Sweden 1978-1981. https://t.co/Gx1k98ou24",,"fucking devastated by this.  even though i only followed his career from a far, it had a massive influence on me.… https://t.co/gIvgjtTKfB",@Liv_Boeree Literally video games changed my life and made me smarter and extremely computer literate compared to o… https://t.co/ckGzfxRp7L,"About 28 minutes into the NS-20 countdown hold, Blue Origin re-extended the crew access arm to New Shepard. https://t.co/iYN0fryKdk",
341,"I will personally contribute $5M, and am honored that https://t.co/LrqbsftrjO Board member @bondjk and @Tentorg fou… https://t.co/oD0dfexuqb",The European Union is in an existential crisis and must reinvent itself to escape it. A “multi-track Europe” would… https://t.co/e73uSoraMg,"RT @historydefined: Roland, an elephant seal, getting a snow bath from his handler at Berlin Zoo, c. 1930. https://t.co/Zfhk690gfA",,omg absolutely gutted wtf 😔 https://t.co/2UIMT85HFY,@HIDEO_KOJIMA_EN Amazing song,"NS-20 countdown holding at T- 9:59, with the crew waiting inside the capsule. https://t.co/RmdskLcKGJ",
342,"The Fund will significantly ramp up https://t.co/LrqbsftrjO’s ongoing efforts to support refugees, working with par… https://t.co/dpKmQin1nb","Dialogue, compassion, and understanding can disarm hate. An example from Ukraine on fighting an anti-Roma hate grou… https://t.co/VNtw1jAPVW","Landing Zone Charlie Brown, Ten miles southeast of Duc Pho, Near American built port Sa Huynh Vietnam, 1968. https://t.co/GbJtuj1zx3",,"JACKED AFFFFF for art Basel this week!!!  🥳🥳🥳

If you’re in Miami come say hey at this talk at the Bass on Wednesda… https://t.co/33PD0CkFhJ",@darkbluedelrey @carolineplz Coming!,The NS-20 crew is driving out to the company's launch site: https://t.co/TxnaYBmRdV,
